Verified,Title,Description,Source,Hazard,Incident on,Province,District,Municipality,Ward,Total estimated loss (NPR),Agriculture economic loss (NPR),Infrastructure economic loss (NPR),Total infrastructure destroyed,House destroyed,House affected,Total livestock destroyed,Total - People Death,Male - People Death,Female - People Death,Unknown - People Death,Disabled - People Death,Total - People Missing,Male - People Missing,Female - People Missing,Unknown - People Missing,Disabled - People Missing,Total - People Injured,Male - People Injured,Female - People Injured,Unknown - People Injured,Disabled - People Injured,date,search_str,latitude,longitude
Yes,"Landslide at Laptang, Mahalaxmi Municipality-2",,nepal_police,Landslide,2022-08-05,Koshi,Dhankuta,Mahalaxmi,2,7000000.0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2022-08-05,"Mahalaxmi, Dhankuta, Nepal",27.133670000000052,87.33563000000004
Yes,"Landslide at Selaghat, Badimalika Municipality-9",,nepal_police,Landslide,2022-08-05,Sudurpashchim,Bajura,Badimalika,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-05,"Badimalika, Bajura, Nepal",29.43947000000003,81.49920000000003
Yes,"Landslide at Salghat, Badimalika Municipality-9",,nepal_police,Landslide,2022-08-05,Sudurpashchim,Bajura,Badimalika,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-05,"Badimalika, Bajura, Nepal",29.43947000000003,81.49920000000003
Yes,"Landslide at Aamalachaur, Sisne Rural Municipality-4",,nepal_police,Landslide,2022-08-04,Lumbini,Rukum East,Sisne,4,279700.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-04,"Sisne, Rukum East, Nepal",28.78377000000006,82.68303000000003
Yes,"Landslide at Baskot, Naubahini Rural Municipality-7",,nepal_police,Landslide,2022-08-04,Lumbini,Pyuthan,Naubahini,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-04,"Naubahini, Pyuthan, Nepal",28.253160000000037,82.91058000000004
Yes,"Landslide at Barjhang, Yangwarak Rural Municipality-3",,other,Landslide,2022-08-03,Koshi,Panchthar,Yangwarak,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-03,"Yangwarak, Panchthar, Nepal",27.326170000000047,88.03053000000006
Yes,"Flood at Thapagau, Talkot Rural Municipality-5",,nepal_police,Flood,2022-08-03,Sudurpashchim,Bajhang,Talkot,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-03,"Talkot, Bajhang, Nepal",29.686690000000056,81.27845000000008
Yes,"Landslide at Roomma, Malika Rural Municipality-2",,nepal_police,Landslide,2022-08-02,Gandaki,Myagdi,Malika,2,,0,0,2,2,0,0,5,3,2,0,0,0,0,0,0,0,2,1,1,0,0,2022-08-02,"Malika, Myagdi, Nepal",28.421250000000043,83.36207000000007
Yes,Flood at Banganga Municipality-9,,nepal_police,Flood,2022-08-02,Lumbini,Kapilbastu,Banganga,9,,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-02,"Banganga, Kapilbastu, Nepal",27.683470000000057,83.15558000000004
Yes,"Landslide at Baluwa, Gangadev Rural Municipality-7",,nepal_police,Landslide,2022-08-02,Gandaki,Gorkha,Gangadev,7,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-02,"Gangadev, Gorkha, Nepal",28.273870000000045,84.84087000000005
Yes,"Landslide at Khadagau, Talkot Rural Municipality-6",,nepal_police,Landslide,2022-08-02,Sudurpashchim,Bajhang,Talkot,6,,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-02,"Talkot, Bajhang, Nepal",29.686690000000056,81.27845000000008
Yes,"Landslide at Mahavir, Malika Rural Municipality-4",,nepal_police,Landslide,2022-08-02,Gandaki,Myagdi,Malika,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2022-08-02,"Malika, Myagdi, Nepal",28.421250000000043,83.36207000000007
Yes,"Landslide at Daklang, Bhotekoshi Rural Municipality-4",,nepal_police,Landslide,2022-08-01,Bagmati,Sindhupalchok,Bhotekoshi,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-01,"Bhotekoshi, Sindhupalchok, Nepal",27.93172000000004,85.90808000000004
Yes,"Flood at Sowang, Annapurna Rural Municipality-5",,nepal_police,Flood,2022-08-01,Gandaki,Kaski,Annapurna,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-01,"Annapurna, Kaski, Nepal",28.545930000000055,83.92078000000004
Yes,Landslide at Anbukhaireni Rural Municipality-4,,nepal_police,Landslide,2022-08-01,Gandaki,Tanahu,Anbukhaireni,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-01,"Anbukhaireni, Tanahu, Nepal",27.93548000000004,84.22325000000006
Yes,Landslide at Bharatpur Metropolitan City-29,,nepal_police,Landslide,2022-08-01,Bagmati,Chitwan,Bharatpur,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-01,"Bharatpur, Chitwan, Nepal",27.67680000000007,84.43589000000009
Yes,"Landslide at Degopaten, Pokhara Lekhnath Metropolitan City-6",,nepal_police,Landslide,2022-08-01,Gandaki,Kaski,Pokhara Lekhnath,6,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2022-08-01,"Pokhara Lekhnath, Kaski, Nepal",28.20806000000005,83.98452000000003
Yes,"Landslide at Dhalkepul, Pokhara Lekhnath Metropolitan City-12",,nepal_police,Landslide,2022-08-01,Gandaki,Kaski,Pokhara Lekhnath,12,150000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-01,"Pokhara Lekhnath, Kaski, Nepal",28.20806000000005,83.98452000000003
Yes,"Landslide at Lahachullipakha, Aathbiskot Municipality-3",,nepal_police,Landslide,2022-08-01,Karnali,Rukum West,Aathbiskot,3,,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-01,"Aathbiskot, Rukum West, Nepal",28.84600000000006,82.52065000000005
Yes,"Flood at M.b lokmarga, Udayapurgadhi Rural Municipality-6",,nepal_police,Flood,2022-07-31,Koshi,Udayapur,Udayapurgadhi,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-31,"Udayapurgadhi, Udayapur, Nepal",26.91515000000004,86.55004000000008
Yes,"Landslide at Sim, Mangala Rural Municipality-1",,nepal_police,Landslide,2022-07-31,Gandaki,Myagdi,Mangala,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-31,"Mangala, Myagdi, Nepal",28.378610000000037,83.44644000000005
Yes,"Landslide at Pangre, Hupsekot Rural Municipality-5",,nepal_police,Landslide,2022-07-31,Gandaki,Nawalparasi East,Hupsekot,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-31,"Hupsekot, Nawalparasi East, Nepal",27.70028000000008,84.06548000000004
Yes,"Landslide at Kirnetawer, Tamakoshi Rural Municipality-5",,nepal_police,Landslide,2022-07-31,Bagmati,Dolakha,Tamakoshi,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-31,"Tamakoshi, Dolakha, Nepal",27.542640000000063,86.12390000000005
Yes,"Landslide at Pankhukhola, Diktel Rupakot Majhuwagadhi Municipality-8",,nepal_police,Landslide,2022-07-31,Koshi,Khotang,Diktel Rupakot Majhuwagadhi,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-31,"Diktel Rupakot Majhuwagadhi, Khotang, Nepal",27.215970000000027,86.79353000000003
Yes,"Landslide at Charlawang, Thawang Rural Municipality-3",,nepal_police,Landslide,2022-07-31,Lumbini,Rolpa,Thawang,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-31,"Thawang, Rolpa, Nepal",28.45897000000008,82.74293000000006
Yes,"Landslide at Surunga, Myanglung Municipality-9",,nepal_police,Landslide,2022-07-31,Koshi,Terhathum,Myanglung,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-31,"Myanglung, Terhathum, Nepal",27.12680000000006,87.53680000000008
Yes,"Landslide at Naunibagar, Annapurna Rural Municipality-2",,nepal_police,Landslide,2022-07-31,Gandaki,Myagdi,Annapurna,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-31,"Annapurna, Myagdi, Nepal",28.59914000000003,83.82277000000005
Yes,"Landslide at Jamakhue, Rolpa Municipality-8",,other,Landslide,2022-07-29,Lumbini,Rolpa,Rolpa,8,800000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-29,"Rolpa, Rolpa, Nepal",28.325420000000065,82.64442000000008
Yes,"Landslide at Jogimara, Sworgadwary Municipality-2",,nepal_police,Landslide,2022-07-28,Lumbini,Pyuthan,Sworgadwary,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-28,"Sworgadwary, Pyuthan, Nepal",28.13282000000004,82.69597000000005
Yes,Flood at Aathbiskot Municipality-7,,other,Flood,2022-07-28,Karnali,Rukum West,Aathbiskot,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-28,"Aathbiskot, Rukum West, Nepal",28.84600000000006,82.52065000000005
Yes,Landslide at Bhume Rural Municipality-1,,nepal_police,Landslide,2022-07-28,Lumbini,Rukum East,Bhume,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-28,"Bhume, Rukum East, Nepal",28.566590000000076,82.68457000000006
Yes,Landslide at Ghorahi Submetropolitan City-13,,nepal_police,Landslide,2022-07-28,Lumbini,Dang,Ghorahi,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-28,"Ghorahi, Dang, Nepal",28.02500000000003,82.46558000000005
Yes,"Landslide at Borsaawang, Madi Rural Municipality-3",,nepal_police,Landslide,2022-07-28,Lumbini,Rolpa,Madi,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-28,"Madi, Rolpa, Nepal",28.402390000000025,82.50796000000008
Yes,"Landslide at Sigawa, Yangwarak Rural Municipality-4",,nepal_police,Landslide,2022-07-27,Koshi,Panchthar,Yangwarak,4,1000000.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-27,"Yangwarak, Panchthar, Nepal",27.326170000000047,88.03053000000006
Yes,"Landslide at Chanakhu, Manthali Municipality-10",,nepal_police,Landslide,2022-07-27,Bagmati,Ramechhap,Manthali,10,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-27,"Manthali, Ramechhap, Nepal",27.40898000000004,86.05571000000003
Yes,"Landslide at Ranagau, Neelakantha Municipality-4",,nepal_police,Landslide,2022-07-26,Bagmati,Dhading,Neelakantha,4,,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-26,"Neelakantha, Dhading, Nepal",27.8639717,84.9144974
Yes,Landslide at Jugal Rural Municipality-2,,nepal_police,Landslide,2022-07-26,Bagmati,Sindhupalchok,Jugal,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-26,"Jugal, Sindhupalchok, Nepal",28.00347000000005,85.80813000000006
Yes,"Flood at Dwarika, Belkotgadhi Municipality-10",,nepal_police,Flood,2022-07-26,Bagmati,Nuwakot,Belkotgadhi,10,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-26,"Belkotgadhi, Nuwakot, Nepal",27.82594000000006,85.11147000000005
Yes,"Landslide at Ambote, Manthali Municipality-11",,nepal_police,Landslide,2022-07-26,Bagmati,Ramechhap,Manthali,11,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-26,"Manthali, Ramechhap, Nepal",27.40898000000004,86.05571000000003
Yes,"Flood at Matela, Chamunda Bindrasaini Municipality-3",,nepal_police,Flood,2022-07-26,Karnali,Dailekh,Chamunda Bindrasaini,3,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-26,"Chamunda Bindrasaini, Dailekh, Nepal",28.93497000000008,81.56441000000007
Yes,"Landslide at Bhulu, Turmakhad Rural Municipality-2",,nepal_police,Landslide,2022-07-25,Sudurpashchim,Achham,Turmakhad,2,,0,0,1,1,0,7,3,2,1,0,0,0,0,0,0,0,1,0,1,0,0,2022-07-25,"Turmakhad, Achham, Nepal",28.886390000000063,81.48960000000005
Yes,"Landslide at Mldhunga, Kushma Municipality-1",,nepal_police,Landslide,2022-07-25,Gandaki,Parbat,Kushma,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-25,"Kushma, Parbat, Nepal",28.23368000000005,83.68756000000008
Yes,"Landslide at Chughat, Tripurasundari Municipality-9",,nepal_police,Landslide,2022-07-25,Karnali,Dolpa,Tripurasundari,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-25,"Tripurasundari, Dolpa, Nepal",29.017180000000053,82.76359000000008
Yes,"Landslide at Gangetara, Chamunda Bindrasaini Municipality-7",,nepal_police,Landslide,2022-07-25,Karnali,Dailekh,Chamunda Bindrasaini,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-25,"Chamunda Bindrasaini, Dailekh, Nepal",28.93497000000008,81.56441000000007
Yes,"Landslide at Ghoptebhir, Thasang Rural Municipality-4",,nepal_police,Landslide,2022-07-25,Gandaki,Mustang,Thasang,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-25,"Thasang, Mustang, Nepal",28.690620000000024,83.58839000000006
Yes,"Landslide at Tilpung, Likhu Tamakoshi Rural Municipality-7",,nepal_police,Landslide,2022-07-25,Bagmati,Ramechhap,Likhu Tamakoshi,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-25,"Likhu Tamakoshi, Ramechhap, Nepal",27.449730000000045,86.10706000000005
Yes,"Landslide at Saping, Bhumlu Rural Municipality-1",,nepal_police,Landslide,2022-07-25,Bagmati,Kavrepalanchok,Bhumlu,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-25,"Bhumlu, Kavrepalanchok, Nepal",27.62689000000006,85.74215000000004
Yes,"Landslide at Mahadeva, Dordi Rural Municipality-1",,nepal_police,Landslide,2022-07-25,Gandaki,Lamjung,Dordi,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-25,"Dordi, Lamjung, Nepal",28.29170000000005,84.52849000000003
Yes,"Landslide at Surkeni, Falelung Rural Municipality-8",,nepal_police,Landslide,2022-07-25,Koshi,Panchthar,Falelung,8,800000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-25,"Falelung, Panchthar, Nepal",27.16811000000007,87.92890000000006
Yes,"Flood at Malukhola, Tamakoshi Rural Municipality-4",,nepal_police,Flood,2022-07-24,Bagmati,Dolakha,Tamakoshi,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-24,"Tamakoshi, Dolakha, Nepal",27.542640000000063,86.12390000000005
Yes,"Landslide at Mrigetole, Melung Rural Municipality-1",,nepal_police,Landslide,2022-07-24,Bagmati,Dolakha,Melung,1,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-24,"Melung, Dolakha, Nepal",27.55412000000007,86.03634000000005
Yes,"Landslide at lahare chhara, Madi Rural Municipality-3",,nepal_police,Landslide,2022-07-23,Lumbini,Rolpa,Madi,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-23,"Madi, Rolpa, Nepal",28.402390000000025,82.50796000000008
Yes,"Landslide at Bhutlug, Sandakpur Rural Municipality-3",,other,Landslide,2022-07-23,Koshi,Ilam,Sandakpur,3,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-23,"Sandakpur, Ilam, Nepal",27.048190000000034,87.95381000000003
Yes,Landslide at Ichchhyakamana Rural Municipality-5,,nepal_police,Landslide,2022-07-23,Bagmati,Chitwan,Ichchhyakamana,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-23,"Ichchhyakamana, Chitwan, Nepal",27.80278000000004,84.58055000000007
Yes,"Landslide at Talmardi, Nashong Rural Municipality-1",,nepal_police,Landslide,2022-07-23,Gandaki,Manang,Nashong,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-23,"Nashong, Manang, Nepal",28.604720000000043,84.39891000000006
Yes,"Landslide at chinisedhara, Gorkha Municipality-8",,nepal_police,Landslide,2022-07-22,Gandaki,Gorkha,Gorkha,8,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-22,"Gorkha, Gorkha, Nepal",28.273870000000045,84.84087000000005
Yes,"Landslide at Laharechhahara, Madi Rural Municipality-3",,nepal_police,Landslide,2022-07-22,Lumbini,Rolpa,Madi,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-22,"Madi, Rolpa, Nepal",28.402390000000025,82.50796000000008
Yes,"Landslide at Gherang, Nashong Rural Municipality-1",,nepal_police,Landslide,2022-07-22,Gandaki,Manang,Nashong,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-22,"Nashong, Manang, Nepal",28.604720000000043,84.39891000000006
Yes,"Landslide at Khoriya, Bareng Rural Municipality-1",,nepal_police,Landslide,2022-07-21,Gandaki,Baglung,Bareng,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-21,"Bareng, Baglung, Nepal",28.13795000000005,83.51379000000009
Yes,"Landslide at Kumalaganu, Putalibazar Municipality-3",,other,Landslide,2022-07-21,Gandaki,Syangja,Putalibazar,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-21,"Putalibazar, Syangja, Nepal",28.093260000000043,83.88923000000005
Yes,"Landslide at Pili, Khandachakra Municipality-7",,other,Landslide,2022-07-21,Karnali,Kalikot,Khandachakra,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-21,"Khandachakra, Kalikot, Nepal",29.158830000000023,81.66961000000003
Yes,"Landslide at Khawang, Nisikhola Rural Municipality-6",,nepal_police,Landslide,2022-07-21,Gandaki,Baglung,Nisikhola,6,800000.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-21,"Nisikhola, Baglung, Nepal",28.37636000000003,83.02216000000004
Yes,"Landslide at Chulegum, Sinja Rural Municipality-2",,nepal_police,Landslide,2022-07-21,Karnali,Jumla,Sinja,2,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-21,"Sinja, Jumla, Nepal",29.34107000000006,82.03155000000004
Yes,"Flood at Chapakot, Shivapuri Rural Municipality-7",,other,Flood,2022-07-20,Bagmati,Nuwakot,Shivapuri,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2022-07-20,"Shivapuri, Nuwakot, Nepal",27.811740000000043,85.38590000000005
Yes,"Landslide at JHOR, Tokha Municipality-1",,other,Landslide,2022-07-20,Bagmati,Kathmandu,Tokha,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2022-07-20,"Tokha, Kathmandu, Nepal",27.77490000000006,85.33492000000007
Yes,Flood at Mahakali_Darchula Municipality-5,,other,Flood,2022-07-20,Sudurpashchim,Darchula,Mahakali_Darchula,5,,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-20,"Mahakali_Darchula, Darchula, Nepal",29.807840000000056,80.56564000000003
Yes,"Landslide at Bhsagobari, Tribeni Rural Municipality-2",,nepal_police,Landslide,2022-07-20,Lumbini,Rolpa,Tribeni,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-20,"Tribeni, Rolpa, Nepal",28.293540000000064,82.48467000000005
Yes,"Flood at Phalamesaghu, Roshi Rural Municipality-1",,other,Flood,2022-07-20,Bagmati,Kavrepalanchok,Roshi,1,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-20,"Roshi, Kavrepalanchok, Nepal",27.46843000000007,85.65714000000008
Yes,"Landslide at Thalaunpani, Naugad Rural Municipality-2",,nepal_police,Landslide,2022-07-19,Sudurpashchim,Darchula,Naugad,2,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-19,"Naugad, Darchula, Nepal",29.797800000000052,80.67992000000004
Yes,"Landslide at Chamchet, Aarughat Rural Municipality-1",,nepal_police,Landslide,2022-07-15,Gandaki,Gorkha,Aarughat,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,2022-07-15,"Aarughat, Gorkha, Nepal",28.11909000000003,84.81688000000008
Yes,"Landslide at Chumehet, Aarughat Rural Municipality-1",,other,Landslide,2022-07-13,Gandaki,Gorkha,Aarughat,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-13,"Aarughat, Gorkha, Nepal",28.11909000000003,84.81688000000008
Yes,"Landslide at Majhitole, Thulung Dudhkoshi Rural Municipality-5",,nepal_police,Landslide,2022-07-13,Koshi,Solukhumbu,Thulung Dudhkoshi,5,853000.0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-13,"Thulung Dudhkoshi, Solukhumbu, Nepal",27.53875000000005,86.69517000000008
Yes,"Landslide at Gairigaun, Siranchok Rural Municipality-6",,other,Landslide,2022-07-12,Gandaki,Gorkha,Siranchok,6,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-12,"Siranchok, Gorkha, Nepal",28.08588000000003,84.58840000000004
Yes,Landslide at Khandachakra Municipality-1,,nepal_police,Landslide,2022-07-10,Karnali,Kalikot,Khandachakra,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,2022-07-10,"Khandachakra, Kalikot, Nepal",29.158830000000023,81.66961000000003
Yes,"Landslide at Bhaladi, Satyawati Rural Municipality-6",,nepal_police,Landslide,2022-07-09,Lumbini,Gulmi,Satyawati,6,400000.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-09,"Satyawati, Gulmi, Nepal",28.02869000000004,83.47358000000008
Yes,"Landslide at Galda, Nisdi Rural Municipality-5",,nepal_police,Landslide,2022-07-09,Lumbini,Palpa,Nisdi,5,500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-09,"Nisdi, Palpa, Nepal",27.785150000000044,83.90900000000005
Yes,"Landslide at Sunnu, Sayal Rural Municipality-5",,nepal_police,Landslide,2022-07-09,Sudurpashchim,Doti,Sayal,5,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-09,"Sayal, Doti, Nepal",29.368540000000053,80.97519000000005
Yes,"Flood at Jimichaur, Mudkechula Rural Municipality-8",,nepal_police,Flood,2022-07-09,Karnali,Dolpa,Mudkechula,8,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2022-07-09,"Mudkechula, Dolpa, Nepal",29.055300000000045,82.53463000000005
Yes,"Landslide at Dauri, Panchpuri Municipality-7",,nepal_police,Landslide,2022-07-05,Karnali,Surkhet,Panchpuri,7,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2022-07-05,"Panchpuri, Surkhet, Nepal",28.789630000000045,81.40383000000008
Yes,"Landslide at Parigaun, Naugad Rural Municipality-6",,nepal_police,Landslide,2022-07-03,Sudurpashchim,Darchula,Naugad,6,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-03,"Naugad, Darchula, Nepal",29.797800000000052,80.67992000000004
Yes,"Landslide at SANJHMELA, Chhedagad Municipality-6",,other,Landslide,2022-07-03,Karnali,Jajarkot,Chhedagad,6,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-03,"Chhedagad, Jajarkot, Nepal",28.750890000000027,82.01912000000004
Yes,"Landslide at Bangabazer, Mahakali_Darchula Municipality-4",,nepal_police,Landslide,2022-07-02,Sudurpashchim,Darchula,Mahakali_Darchula,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-02,"Mahakali_Darchula, Darchula, Nepal",29.807840000000056,80.56564000000003
Yes,"Landslide at Phadi, Kepilasagadhi Rural Municipality-1",,nepal_police,Landslide,2022-07-02,Koshi,Khotang,Kepilasagadhi,1,300000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-02,"Kepilasagadhi, Khotang, Nepal",27.349120000000028,86.88847000000004
Yes,"Landslide at Gorunda, Umakunda Rural Municipality-2",,nepal_police,Landslide,2022-07-01,Bagmati,Ramechhap,Umakunda,2,50000.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-01,"Umakunda, Ramechhap, Nepal",27.64432000000005,86.44809000000004
Yes,"Landslide at Bidin, Falelung Rural Municipality-7",,nepal_police,Landslide,2022-07-01,Koshi,Panchthar,Falelung,7,,0,0,1,1,0,9,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-01,"Falelung, Panchthar, Nepal",27.16811000000007,87.92890000000006
Yes,Landslide at Rawa Besi Rural Municipality-6,,nepal_police,Landslide,2022-07-01,Koshi,Khotang,Rawa Besi,6,100000.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-01,"Rawa Besi, Khotang, Nepal",27.156340000000057,86.68077000000005
Yes,"Flood at Baliya, Katari Municipality-5",,nepal_police,Flood,2022-07-01,Koshi,Udayapur,Katari,5,366000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-01,"Katari, Udayapur, Nepal",27.021750000000058,86.42236000000008
Yes,"Landslide at Bakhre, Molung Rural Municipality-7",,nepal_police,Landslide,2022-07-01,Koshi,Okhaldhunga,Molung,7,1200000.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-01,"Molung, Okhaldhunga, Nepal",27.366340000000037,86.41156000000007
