Verified,Title,Description,Source,Hazard,Incident on,Province,District,Municipality,Ward,Total estimated loss (NPR),Agriculture economic loss (NPR),Infrastructure economic loss (NPR),Total infrastructure destroyed,House destroyed,House affected,Total livestock destroyed,Total - People Death,Male - People Death,Female - People Death,Unknown - People Death,Disabled - People Death,Total - People Missing,Male - People Missing,Female - People Missing,Unknown - People Missing,Disabled - People Missing,Total - People Injured,Male - People Injured,Female - People Injured,Unknown - People Injured,Disabled - People Injured
Yes,"Fire at Hariharpur, Mithila Municipality-3",,nepal_police,Fire,2022-12-22,Madhesh,Dhanusa,Mithila,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Hanidanda, Kepilasagadhi Rural Municipality-4",,nepal_police,Fire,2022-12-22,Koshi,Khotang,Kepilasagadhi,4,85000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Mantritole, Koshi Rural Municipality-5",,nepal_police,Fire,2022-12-21,Koshi,Sunsari,Koshi,5,700000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Pokharbhinda, Samsi Rural Municipality-5",,nepal_police,Fire,2022-12-21,Madhesh,Mahottari,Samsi,5,180000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Manjhe, Jugal Rural Municipality-4",,nepal_police,Fire,2022-12-21,Bagmati,Sindhupalchok,Jugal,4,188000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Mahabir, Malika Rural Municipality-4",,nepal_police,Fire,2022-12-21,Gandaki,Myagdi,Malika,4,,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Hajaminiya, Rajdevi Municipality-2",,nepal_police,Fire,2022-12-21,Madhesh,Rautahat,Rajdevi,2,200000,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Hariwan Municipality-3,,nepal_police,Fire,2022-12-21,Madhesh,Sarlahi,Hariwan,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Animal Incidents at Balmat Badi, Mechinagar Municipality-13",,nepal_police,Animal Incidents,2022-12-21,Koshi,Jhapa,Mechinagar,13,65000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Forest Fire at Waling Municipality-14,,nepal_police,Forest Fire,2022-12-21,Gandaki,Syangja,Waling,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at katagaun, Siddharthanagar Municipality-13",,nepal_police,Fire,2022-12-21,Lumbini,Rupandehi,Siddharthanagar,13,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Namphu, Mahalaxmi Municipality-4",,nepal_police,Fire,2022-12-21,Koshi,Dhankuta,Mahalaxmi,4,70000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Gardaul, Bindabasini Rural Municipality-2",,nepal_police,Fire,2022-12-20,Madhesh,Parsa,Bindabasini,2,140000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Judibajar, Ganeshman Charnath Municipality-2",,nepal_police,Fire,2022-12-20,Madhesh,Dhanusa,Ganeshman Charnath,2,700000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Musahartole, Kawasoti Municipality-15",,nepal_police,Animal Incidents,2022-12-20,Gandaki,Nawalparasi East,Kawasoti,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Fire at Ram Lal Chaowk, Haldibari Rural Municipality-2",,nepal_police,Fire,2022-12-20,Koshi,Jhapa,Haldibari,2,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Air Crash at Banauli Tole, Pipra Rural Municipality-7",,nepal_police,Others (Non-Natural),2022-12-20,Madhesh,Mahottari,Pipra,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0
Yes,Fire at Gulariya Municipality-11,,nepal_police,Fire,2022-12-20,Lumbini,Bardiya,Gulariya,11,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Nele, Thulung Dudhkoshi Rural Municipality-1",,nepal_police,Fire,2022-12-20,Koshi,Solukhumbu,Thulung Dudhkoshi,1,47200000,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Animal Incidents at Barhadashi Rural Municipality-1,,nepal_police,Animal Incidents,2022-12-20,Koshi,Jhapa,Barhadashi,1,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Animal Incidents at Purbichauki Rural Municipality-2,,nepal_police,Animal Incidents,2022-12-19,Sudurpashchim,Doti,Purbichauki,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Teku, Kathmandu Metropolitan City-12",,nepal_police,Fire,2022-12-19,Bagmati,Kathmandu,Kathmandu,12,6000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Baksila, Kepilasagadhi Rural Municipality-4",,nepal_police,Fire,2022-12-19,Koshi,Khotang,Kepilasagadhi,4,49933000,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Taukhel, Godawari_Lalitpur Municipality-3",,nepal_police,Fire,2022-12-19,Bagmati,Lalitpur,Godawari_Lalitpur,3,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kadarwa, Aurahi Rural Municipality-3",,nepal_police,Fire,2022-12-19,Madhesh,Siraha,Aurahi,3,195000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Mahuliuya Tole, Ishanath Municipality-4",,nepal_police,Fire,2022-12-19,Madhesh,Rautahat,Ishanath,4,250000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Khenebung, Pathibhara Yangwarak Rural Municipality-1",,nepal_police,Fire,2022-12-19,Koshi,Taplejung,Pathibhara Yangwarak,1,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Ambasa, Ghodaghodi Municipality-11",,nepal_police,Fire,2022-12-18,Sudurpashchim,Kailali,Ghodaghodi,11,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Danbari, Dhankuta Municipality-4",,nepal_police,Fire,2022-12-18,Koshi,Dhankuta,Dhankuta,4,630000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Animal Incidents at Buddha Chowk , Barah Municipality-2",,nepal_police,Animal Incidents,2022-12-18,Koshi,Sunsari,Barah,2,25000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Santapur, Phatuwa Bijayapur Municipality-5",,nepal_police,Fire,2022-12-18,Madhesh,Rautahat,Phatuwa Bijayapur,5,180000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Pidarbani, Gramthan Rural Municipality-2",,nepal_police,Fire,2022-12-18,Koshi,Morang,Gramthan,2,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Matela, Junichande Rural Municipality-5",,nepal_police,Animal Incidents,2022-12-18,Karnali,Jajarkot,Junichande,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Yes,"Fire at Madilwa, Kalaiya Submetropolitan City-21",,nepal_police,Fire,2022-12-18,Madhesh,Bara,Kalaiya,21,375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Rumari, Jhapa Rural Municipality-3",,nepal_police,Fire,2022-12-18,Koshi,Jhapa,Jhapa,3,1000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Andrauli, Bharatpur Metropolitan City-28",,nepal_police,Animal Incidents,2022-12-17,Bagmati,Chitwan,Bharatpur,28,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Surunga, Kankai Municipality-5",,nepal_police,Fire,2022-12-17,Koshi,Jhapa,Kankai,5,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Motibag, Kalaiya Submetropolitan City-3",,nepal_police,Fire,2022-12-17,Madhesh,Bara,Kalaiya,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Fire at Rampur, Kalaiya Submetropolitan City-9",,nepal_police,Fire,2022-12-17,Madhesh,Bara,Kalaiya,9,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Chhatabeli, Duhabi Municipality-9",,nepal_police,Fire,2022-12-17,Koshi,Sunsari,Duhabi,9,568000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Narayatar, Changunarayan Municipality-4",,nepal_police,Fire,2022-12-17,Bagmati,Bhaktapur,Changunarayan,4,227000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Phultekra, Nepalgunj Submetropolitan City-6",,nepal_police,Fire,2022-12-17,Lumbini,Banke,Nepalgunj,6,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Paudakhola, Kanchanrup Municipality-6",,nepal_police,Fire,2022-12-17,Madhesh,Saptari,Kanchanrup,6,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Dokalek, Swami Kartik Rural Municipality-1",,nepal_police,Fire,2022-12-16,Sudurpashchim,Bajura,Swami Kartik,1,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bajar, Sukhipur Municipality-8",,nepal_police,Fire,2022-12-16,Madhesh,Siraha,Sukhipur,8,200000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at battishbigha, Barhadashi Rural Municipality-7",,nepal_police,Fire,2022-12-16,Koshi,Jhapa,Barhadashi,7,628200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Lahan Municipality-7,,nepal_police,Fire,2022-12-16,Madhesh,Siraha,Lahan,7,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kansamodan, Inaruwa Municipality-3",,nepal_police,Fire,2022-12-16,Koshi,Sunsari,Inaruwa,3,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Harinagara Rural Municipality-4,,nepal_police,Fire,2022-12-16,Koshi,Sunsari,Harinagara,4,500000,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Motipur, Tulsipur Submetropolitan City-1",,nepal_police,Fire,2022-12-16,Lumbini,Dang,Tulsipur,1,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Lohoraula, Krishnanagar Municipality-8",,nepal_police,Fire,2022-12-16,Lumbini,Kapilbastu,Krishnanagar,8,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Murkute, Chaubise Rural Municipality-5",,nepal_police,Fire,2022-12-16,Koshi,Dhankuta,Chaubise,5,1100000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at yadav Tole, Budhiganga Rural Municipality-1",,nepal_police,Fire,2022-12-16,Koshi,Morang,Budhiganga,1,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Sukhipur Municipality-8,,nepal_police,Fire,2022-12-16,Madhesh,Siraha,Sukhipur,8,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Simsar, Kankai Municipality-2",,nepal_police,Fire,2022-12-16,Koshi,Jhapa,Kankai,2,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at pragatinagar, Suddhodhan Rural Municipality-1",,nepal_police,Fire,2022-12-16,Lumbini,Kapilbastu,Suddhodhan,1,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bathnaha, Golbazar Municipality-13",,nepal_police,Fire,2022-12-15,Madhesh,Siraha,Golbazar,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,Animal Incidents at Ramdhuni Municipality-7,,nepal_police,Animal Incidents,2022-12-15,Koshi,Sunsari,Ramdhuni,7,60000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Aghor, Bhimphedi Rural Municipality-9",,nepal_police,Fire,2022-12-15,Bagmati,Makwanpur,Bhimphedi,9,800000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Gairithok, Kanthekhola Rural Municipality-2",,nepal_police,Fire,2022-12-15,Gandaki,Baglung,Kanthekhola,2,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Haripurwa Municipality-6,,nepal_police,Fire,2022-12-15,Madhesh,Sarlahi,Haripurwa,6,350000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bhagawatipur, Balwa Municipality-11",,nepal_police,Fire,2022-12-15,Madhesh,Mahottari,Balwa,11,500000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kristi Maidan, Pokhara Lekhnath Metropolitan City-21",,nepal_police,Fire,2022-12-15,Gandaki,Kaski,Pokhara Lekhnath,21,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Dangitole, Ratuwamai Municipality-7",,nepal_police,Fire,2022-12-15,Koshi,Morang,Ratuwamai,7,100000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Nitanpur, Birgunj Metropolitan City-10",,nepal_police,Fire,2022-12-15,Madhesh,Parsa,Birgunj,10,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Sukhipur Municipality-10,,nepal_police,Fire,2022-12-15,Madhesh,Siraha,Sukhipur,10,85000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Daiji, Bedkot Municipality-10",,nepal_police,Fire,2022-12-15,Sudurpashchim,Kanchanpur,Bedkot,10,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Lokhim, Thulung Dudhkoshi Rural Municipality-9",,nepal_police,Fire,2022-12-15,Koshi,Solukhumbu,Thulung Dudhkoshi,9,4357000,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Itedhunga, Chabispathivera Rural Municipality-5",,nepal_police,Animal Incidents,2022-12-15,Sudurpashchim,Bajhang,Chabispathivera,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Fire at Semarhawa, Kapilbastu Municipality-2",,nepal_police,Fire,2022-12-15,Lumbini,Kapilbastu,Kapilbastu,2,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bankatti, Bhimdatta Municipality-14",,nepal_police,Fire,2022-12-15,Sudurpashchim,Kanchanpur,Bhimdatta,14,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Musahri Tole, Triyuga Municipality-1",,nepal_police,Fire,2022-12-14,Koshi,Udayapur,Triyuga,1,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kuntadevi, Molung Rural Municipality-1",,nepal_police,Fire,2022-12-14,Koshi,Okhaldhunga,Molung,1,8000000,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Phejung, Phidim Municipality-13",,nepal_police,Fire,2022-12-14,Koshi,Panchthar,Phidim,13,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Animal Incidents at Triyuga Municipality-1,,nepal_police,Animal Incidents,2022-12-14,Koshi,Udayapur,Triyuga,1,80000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Chhathar Rural Municipality-2,,nepal_police,Fire,2022-12-14,Koshi,Terhathum,Chhathar,2,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Animal Incidents at Ramdhuni Municipality-7,,nepal_police,Animal Incidents,2022-12-14,Koshi,Sunsari,Ramdhuni,7,80000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Majhkharka, Myanglung Municipality-2",,other,Fire,2022-12-14,Koshi,Terhathum,Myanglung,2,55000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Harihar Chok, Kawasoti Municipality-10",,nepal_police,Animal Incidents,2022-12-14,Gandaki,Nawalparasi East,Kawasoti,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,Fire at Janakpur Submetropolitan City-7,,nepal_police,Fire,2022-12-14,Madhesh,Dhanusa,Janakpur,7,40000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Tinchuli, Kathmandu Metropolitan City-6",,nepal_police,Fire,2022-12-14,Bagmati,Kathmandu,Kathmandu,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Gothtole, Lahan Municipality-10",,nepal_police,Fire,2022-12-14,Madhesh,Siraha,Lahan,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Phulmati, Arjundhara Municipality-7",,nepal_police,Fire,2022-12-14,Koshi,Jhapa,Arjundhara,7,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Eartare, Naubahini Rural Municipality-4",,nepal_police,Fire,2022-12-13,Lumbini,Pyuthan,Naubahini,4,350000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kharchuiya, Khadak Municipality-5",,nepal_police,Fire,2022-12-13,Madhesh,Saptari,Khadak,5,700000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Buddhachok, Inaruwa Municipality-8",,nepal_police,Fire,2022-12-13,Koshi,Sunsari,Inaruwa,8,8300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sarbajanik, Sabaila Municipality-9",,nepal_police,Fire,2022-12-13,Madhesh,Dhanusa,Sabaila,9,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bhasme, Tamakoshi Rural Municipality-6",,nepal_police,Fire,2022-12-12,Bagmati,Dolakha,Tamakoshi,6,300000,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sanomusure, Melamchi Municipality-4",,nepal_police,Fire,2022-12-12,Bagmati,Sindhupalchok,Melamchi,4,350000,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Prasostaka, Prasauni Rural Municipality-5",,nepal_police,Fire,2022-12-12,Madhesh,Bara,Prasauni,5,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Tekra tole, Kankai Municipality-4",,nepal_police,Fire,2022-12-12,Koshi,Jhapa,Kankai,4,200000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at lalitpur, Dakneshwori Municipality-7",,nepal_police,Fire,2022-12-12,Madhesh,Saptari,Dakneshwori,7,170000,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Pragati Marg, Anbukhaireni Rural Municipality-3",,nepal_police,Fire,2022-12-12,Gandaki,Tanahu,Anbukhaireni,3,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bhanpur, Maharajgunj Municipality-9",,nepal_police,Fire,2022-12-12,Lumbini,Kapilbastu,Maharajgunj,9,400000,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sadhana tole, Triyuga Municipality-12",,nepal_police,Fire,2022-12-12,Koshi,Udayapur,Triyuga,12,300000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Chuplubhanjyang, Khijidemba Rural Municipality-5",,nepal_police,Fire,2022-12-12,Koshi,Okhaldhunga,Khijidemba,5,300000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Letang Municipality-9,,nepal_police,Fire,2022-12-12,Koshi,Morang,Letang,9,150000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Barah Municipality-11,,nepal_police,Fire,2022-12-12,Koshi,Sunsari,Barah,11,300000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Jhakar, Belaka Municipality-1",,nepal_police,Fire,2022-12-12,Koshi,Udayapur,Belaka,1,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Fire at Jurain, Bansagadhi Municipality-8",,nepal_police,Fire,2022-12-12,Lumbini,Bardiya,Bansagadhi,8,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Raipur Musahari, Shambhunath Municipality-11",,nepal_police,Fire,2022-12-12,Madhesh,Saptari,Shambhunath,11,37000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Gampivasain, Ramaroshan Rural Municipality-4",,nepal_police,Fire,2022-12-12,Sudurpashchim,Achham,Ramaroshan,4,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Jhamta, Gramthan Rural Municipality-5",,nepal_police,Fire,2022-12-12,Koshi,Morang,Gramthan,5,200000,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Namuna, Sundarharaicha Municipality-5",,nepal_police,Animal Incidents,2022-12-12,Koshi,Morang,Sundarharaicha,5,25000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sombare, Patahrishanishchare Municipality-4",,nepal_police,Fire,2022-12-12,Koshi,Morang,Patahrishanishchare,4,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sikumbasitole, Barhadashi Rural Municipality-2",,nepal_police,Fire,2022-12-12,Koshi,Jhapa,Barhadashi,2,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sanomusure , Kageshwori Manahora Municipality-1",,nepal_police,Fire,2022-12-12,Bagmati,Kathmandu,Kageshwori Manahora,1,500000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Aryalgaun, Kageshwori Manahora Municipality-6",,nepal_police,Fire,2022-12-11,Bagmati,Kathmandu,Kageshwori Manahora,6,2000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bhangbari, Damak Municipality-2",,nepal_police,Fire,2022-12-11,Koshi,Jhapa,Damak,2,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bintole, Bateshwor Rural Municipality-5",,nepal_police,Fire,2022-12-11,Madhesh,Dhanusa,Bateshwor,5,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Siddhi Ganesh, Bharatpur Metropolitan City-16",,nepal_police,Animal Incidents,2022-12-11,Bagmati,Chitwan,Bharatpur,16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Ghotghote, Pokhara Lekhnath Metropolitan City-29",,nepal_police,Fire,2022-12-11,Gandaki,Kaski,Pokhara Lekhnath,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Pokhariya, Chandranagar Rural Municipality-4",,nepal_police,Fire,2022-12-11,Madhesh,Sarlahi,Chandranagar,4,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Aarubot, Bhanu Municipality-12",,other,Animal Incidents,2022-12-11,Gandaki,Tanahu,Bhanu,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Fire at Sudama, Katahari Rural Municipality-4",,nepal_police,Fire,2022-12-11,Koshi,Morang,Katahari,4,81000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bajpopatti, Pacharauta Municipality-9",,nepal_police,Fire,2022-12-11,Madhesh,Bara,Pacharauta,9,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Devipur, Naraha Rural Municipality-1",,nepal_police,Fire,2022-12-11,Madhesh,Siraha,Naraha,1,141000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Matauna, Sahidnagar Municipality-2",,nepal_police,Fire,2022-12-11,Madhesh,Dhanusa,Sahidnagar,2,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Budhiganga Rural Municipality-7,,nepal_police,Fire,2022-12-11,Koshi,Morang,Budhiganga,7,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Pokhariya, Shambhunath Municipality-8",,nepal_police,Fire,2022-12-11,Madhesh,Saptari,Shambhunath,8,100000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Laxmibajar, Gorkha Municipality-9",,nepal_police,Fire,2022-12-10,Gandaki,Gorkha,Gorkha,9,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
